donor-name,value,recipient-name,party-group,period,donor-id,recipient-id,donor-state,donor-address,donor-postcode,donor-category
Macquarie Group Limited,25000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,20324,41,NSW,GPO Box 4294,1164,Finance/Insurance
Macquarie Group Limited,10000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,20324,41,NSW,GPO Box 4294,1164,Finance/Insurance
Master Builders Australia Ltd,5000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,37119,41,ACT,PO Box 7170,2600,Property/Construction
Mineral Resources,15000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,32735,41,WA,Locked Bag 3,6153,Resources
Mineral Resources,10000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,32735,41,WA,Locked Bag 3,6153,Resources
Mineral Resources,5000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,32735,41,WA,Locked Bag 3,6153,Resources
Mineral Resources,5000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,32735,41,WA,Locked Bag 3,6153,Resources
Mineral Resources,500,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,32735,41,WA,Locked Bag 3,6153,Resources
Minerals Council of Australia,500,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,27919,41,ACT,Level 3 44 Sydney Avenue,2603,Resources
Ms Marylyn New,20000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,21255,41,,,,Individual
National Australia Bank Limited,10000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,19045,41,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,10000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,19045,41,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,1809,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,19045,41,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
Origin Energy,250,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,29732,41,NSW,Level 45 Australia Square 264-278 George Street,2000,Energy
Patersons Securities Limited,6250,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,21874,41,WA,GPO Box W2024,6846,Finance/Insurance
Patersons Securities Limited,6250,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,21874,41,WA,GPO Box W2024,6846,Finance/Insurance
Patersons Securities Limited,6250,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,21874,41,WA,GPO Box W2024,6846,Finance/Insurance
Patersons Securities Limited,6250,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,21874,41,WA,GPO Box W2024,6846,Finance/Insurance
Patersons Securities Limited,5000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,21874,41,WA,GPO Box W2024,6846,Finance/Insurance
Pratt Holdings P/L,10000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,21894,41,VIC,Level 11 2 Southbank Blvd,3006,Industrial/Manufacturing
Pricewaterhousecoopers,6000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,21246,41,NSW,GPO Box 2650,1171,Accounting/Advisory
Pricewaterhousecoopers,1000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,21246,41,NSW,GPO Box 2650,1171,Accounting/Advisory
Pricewaterhousecoopers,250,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,21246,41,NSW,GPO Box 2650,1171,Accounting/Advisory
Pricewaterhousecoopers,50,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,21246,41,NSW,GPO Box 2650,1171,Accounting/Advisory
Pricewaterhousecoopers,50,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,21246,41,NSW,GPO Box 2650,1171,Accounting/Advisory
Primary Health Care Limited,6000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,32568,41,NSW,"Level 6, 203 Pacific Highway",2065,Pharmaceutical/Health
QBE Insurance (Australia) Limited,2000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,20362,41,NSW,"Level 27, 8 Chifley Square",2000,Finance/Insurance
QBE Insurance (Australia) Limited,1300,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,20362,41,NSW,"Level 27, 8 Chifley Square",2000,Finance/Insurance
Ramsay Health Care Limited,25000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,28902,41,NSW,"Suite 18.03, Level 18, Deutsche Bank Place 126 Phillip Street",2000,Pharmaceutical/Health
Ramsay Health Care Limited,13000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,28902,41,NSW,"Suite 18.03, Level 18, Deutsche Bank Place 126 Phillip Street",2000,Pharmaceutical/Health
Ramsay Health Care Limited,3000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,28902,41,NSW,"Suite 18.03, Level 18, Deutsche Bank Place 126 Phillip Street",2000,Pharmaceutical/Health
Ramsay Health Care Limited,3000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,28902,41,NSW,"Suite 18.03, Level 18, Deutsche Bank Place 126 Phillip Street",2000,Pharmaceutical/Health
Ramsay Health Care Limited,2000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,28902,41,NSW,"Suite 18.03, Level 18, Deutsche Bank Place 126 Phillip Street",2000,Pharmaceutical/Health
Ramsay Health Care Limited,1500,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,28902,41,NSW,"Suite 18.03, Level 18, Deutsche Bank Place 126 Phillip Street",2000,Pharmaceutical/Health
Ramsay Health Care Limited,1500,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,28902,41,NSW,"Suite 18.03, Level 18, Deutsche Bank Place 126 Phillip Street",2000,Pharmaceutical/Health
Ramsay Health Care Limited,1000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,28902,41,NSW,"Suite 18.03, Level 18, Deutsche Bank Place 126 Phillip Street",2000,Pharmaceutical/Health
Ramsay Health Care Limited,1000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,28902,41,NSW,"Suite 18.03, Level 18, Deutsche Bank Place 126 Phillip Street",2000,Pharmaceutical/Health
Restaurant & Catering Industry Association of Australia,2000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,33957,41,NSW,PO BOX 121,2010,Advocacy/Lobbyist
Rohanna Pty Ltd as trustee for the Skippers Unit Trust,20000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,1413,41,WA,61 Shepparton Road,6100,Finance/Insurance
Rohanna Pty Ltd as trustee for the Skippers Unit Trust,14000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,1413,41,WA,61 Shepparton Road,6100,Finance/Insurance
Rohanna Pty Ltd as trustee for the Skippers Unit Trust,5000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,1413,41,WA,61 Shepparton Road,6100,Finance/Insurance
Rohanna Pty Ltd as trustee for the Skippers Unit Trust,1000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,1413,41,WA,61 Shepparton Road,6100,Finance/Insurance
Santos Limited,660,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,626,41,SA,60 Flinders Street,5000,Resources
Santos Limited,260,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,626,41,SA,60 Flinders Street,5000,Resources
Santos Limited,125,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,626,41,SA,60 Flinders Street,5000,Resources
Santos Limited,110,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,626,41,SA,60 Flinders Street,5000,Resources
Schaffer Corporation Limited,25000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,15788,41,WA,1305 Hay Street,6872,Property/Construction
Schaffer Corporation Limited,5000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,15788,41,WA,1305 Hay Street,6872,Property/Construction
Schaffer Corporation Limited,5000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,15788,41,WA,1305 Hay Street,6872,Property/Construction
Schaffer Corporation Limited,4250,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,15788,41,WA,1305 Hay Street,6872,Property/Construction
Tabcorp Holdings Limited,6600,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,19567,41,VIC,5 Bowen Crescent,3004,Gambling
The Pharmacy Guild of Australia,7700,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,33796,41,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Pharmacy Guild of Australia,2000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,33796,41,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Pharmacy Guild of Australia,2000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,33796,41,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Pharmacy Guild of Australia,1500,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,33796,41,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Pharmacy Guild of Australia,1500,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,33796,41,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Pharmacy Guild of Australia,220,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,33796,41,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Pharmacy Guild of Australia,200,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,33796,41,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Pharmacy Guild of Australia,125,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,33796,41,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Pharmacy Guild of Australia,110,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,33796,41,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Pharmacy Guild of Australia,110,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,33796,41,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Pharmacy Guild of Australia,110,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,33796,41,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Pharmacy Guild of Australia,110,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,33796,41,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Pharmacy Guild of Australia,110,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,33796,41,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Pharmacy Guild of Australia,50,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,33796,41,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Pharmacy Guild of Australia,50,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,33796,41,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
Wesfarmers Limited,20000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,20230,41,WA,"Level 14, Brookfield Place, Tower 2 123 St Georges Terrace",6000,Food
Wesfarmers Limited,15000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,20230,41,WA,"Level 14, Brookfield Place, Tower 2 123 St Georges Terrace",6000,Food
Westpac Banking Corporation,10000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,17948,41,NSW,"Level 20, 275 Kent Street",2000,Finance/Insurance
Westpac Banking Corporation,5000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,17948,41,NSW,"Level 20, 275 Kent Street",2000,Finance/Insurance
Woodside Energy Limited,15000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,16026,41,WA,Woodside Plaza 240 St Georges Tce,6000,Resources
Woodside Energy Limited,660,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,16026,41,WA,Woodside Plaza 240 St Georges Tce,6000,Resources
Woodside Energy Limited,660,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,16026,41,WA,Woodside Plaza 240 St Georges Tce,6000,Resources
Woodside Energy Limited,660,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,16026,41,WA,Woodside Plaza 240 St Georges Tce,6000,Resources
Mr Jon Fogarty,50000,Liberal Party of Australia,Liberal,2015-2016,33743,6,,,,Individual
Mr Jon Fogarty,20000,Liberal Party of Australia,Liberal,2015-2016,33743,6,,,,Individual
Mr Jon Fogarty,11500,Liberal Party of Australia,Liberal,2015-2016,33743,6,,,,Individual
Mr Jon Fogarty,5000,Liberal Party of Australia,Liberal,2015-2016,33743,6,,,,Individual
ALH Group Pty Ltd,5000,Liberal Party of Australia,Liberal,2015-2016,3003,6,VIC,Level 2 / 10 Yarra Street,3141,Hotels/Clubs
ALH Group Pty Ltd,5000,Liberal Party of Australia,Liberal,2015-2016,3003,6,VIC,Level 2 / 10 Yarra Street,3141,Hotels/Clubs
ALH Group Pty Ltd,5000,Liberal Party of Australia,Liberal,2015-2016,3003,6,VIC,Level 2 / 10 Yarra Street,3141,Hotels/Clubs
ALH Group Pty Ltd,3443,Liberal Party of Australia,Liberal,2015-2016,3003,6,VIC,Level 2 / 10 Yarra Street,3141,Hotels/Clubs
ALH Group Pty Ltd,2148,Liberal Party of Australia,Liberal,2015-2016,3003,6,VIC,Level 2 / 10 Yarra Street,3141,Hotels/Clubs
ALH Group Pty Ltd,2132,Liberal Party of Australia,Liberal,2015-2016,3003,6,VIC,Level 2 / 10 Yarra Street,3141,Hotels/Clubs
ALH Group Pty Ltd,2105,Liberal Party of Australia,Liberal,2015-2016,3003,6,VIC,Level 2 / 10 Yarra Street,3141,Hotels/Clubs
ALH Group Pty Ltd,687,Liberal Party of Australia,Liberal,2015-2016,3003,6,VIC,Level 2 / 10 Yarra Street,3141,Hotels/Clubs
ALH Group Pty Ltd,450,Liberal Party of Australia,Liberal,2015-2016,3003,6,VIC,Level 2 / 10 Yarra Street,3141,Hotels/Clubs
Allianz Australia Limited,11000,Liberal Party of Australia,Liberal,2015-2016,4528,6,NSW,"Level 12, 2 Market Street",2000,Finance/Insurance
Allianz Australia Limited,2000,Liberal Party of Australia,Liberal,2015-2016,4528,6,NSW,"Level 12, 2 Market Street",2000,Finance/Insurance
Allianz Australia Limited,990,Liberal Party of Australia,Liberal,2015-2016,4528,6,NSW,"Level 12, 2 Market Street",2000,Finance/Insurance
Allianz Australia Limited,375,Liberal Party of Australia,Liberal,2015-2016,4528,6,NSW,"Level 12, 2 Market Street",2000,Finance/Insurance
Allianz Australia Limited,275,Liberal Party of Australia,Liberal,2015-2016,4528,6,NSW,"Level 12, 2 Market Street",2000,Finance/Insurance
Allianz Australia Limited,250,Liberal Party of Australia,Liberal,2015-2016,4528,6,NSW,"Level 12, 2 Market Street",2000,Finance/Insurance
Allianz Australia Limited,200,Liberal Party of Australia,Liberal,2015-2016,4528,6,NSW,"Level 12, 2 Market Street",2000,Finance/Insurance
Allianz Australia Limited,150,Liberal Party of Australia,Liberal,2015-2016,4528,6,NSW,"Level 12, 2 Market Street",2000,Finance/Insurance
Allianz Australia Limited,150,Liberal Party of Australia,Liberal,2015-2016,4528,6,NSW,"Level 12, 2 Market Street",2000,Finance/Insurance
Allianz Australia Limited,110,Liberal Party of Australia,Liberal,2015-2016,4528,6,NSW,"Level 12, 2 Market Street",2000,Finance/Insurance
Allianz Australia Limited,100,Liberal Party of Australia,Liberal,2015-2016,4528,6,NSW,"Level 12, 2 Market Street",2000,Finance/Insurance
Allianz Australia Limited,80,Liberal Party of Australia,Liberal,2015-2016,4528,6,NSW,"Level 12, 2 Market Street",2000,Finance/Insurance
AMP Services Ltd,11000,Liberal Party of Australia,Liberal,2015-2016,28820,6,ACT,PO Box 3409,2603,Finance/Insurance
AMP Services Ltd,1500,Liberal Party of Australia,Liberal,2015-2016,28820,6,ACT,PO Box 3409,2603,Finance/Insurance
AMP Services Ltd,275,Liberal Party of Australia,Liberal,2015-2016,28820,6,ACT,PO Box 3409,2603,Finance/Insurance
ANZ Banking Group Limited,100000,Liberal Party of Australia,Liberal,2015-2016,20372,6,VIC,"Level 10, 833 Collins Street Docklands",3008,Finance/Insurance
Arnold Bloch Leibler,20000,Liberal Party of Australia,Liberal,2015-2016,29253,6,VIC,Level 21 333 Collins Street,3000,Law Firms
Arnold Bloch Leibler,10000,Liberal Party of Australia,Liberal,2015-2016,29253,6,VIC,Level 21 333 Collins Street,3000,Law Firms
Arnold Bloch Leibler,10000,Liberal Party of Australia,Liberal,2015-2016,29253,6,VIC,Level 21 333 Collins Street,3000,Law Firms
Arnold Bloch Leibler,10000,Liberal Party of Australia,Liberal,2015-2016,29253,6,VIC,Level 21 333 Collins Street,3000,Law Firms
Arnold Bloch Leibler,10000,Liberal Party of Australia,Liberal,2015-2016,29253,6,VIC,Level 21 333 Collins Street,3000,Law Firms
Arnold Bloch Leibler,500,Liberal Party of Australia,Liberal,2015-2016,29253,6,VIC,Level 21 333 Collins Street,3000,Law Firms
AUS GOLD MINING GROUP PTY LTD,100000,Liberal Party of Australia,Liberal,2015-2016,36651,6,NSW,228 Blende St Trades Hall Building,2880,Resources
AUS GOLD MINING GROUP PTY LTD,50000,Liberal Party of Australia,Liberal,2015-2016,36651,6,NSW,228 Blende St Trades Hall Building,2880,Resources
AUS GOLD MINING GROUP PTY LTD,20000,Liberal Party of Australia,Liberal,2015-2016,36651,6,NSW,228 Blende St Trades Hall Building,2880,Resources
AUS GOLD MINING GROUP PTY LTD,12000,Liberal Party of Australia,Liberal,2015-2016,36651,6,NSW,228 Blende St Trades Hall Building,2880,Resources
Austal Limited,20000,Liberal Party of Australia,Liberal,2015-2016,1728,6,WA,100 Clarence Beach Road,6166,Defence
Austal Limited,10000,Liberal Party of Australia,Liberal,2015-2016,1728,6,WA,100 Clarence Beach Road,6166,Defence
Austal Limited,9090,Liberal Party of Australia,Liberal,2015-2016,1728,6,WA,100 Clarence Beach Road,6166,Defence
Austal Limited,4545,Liberal Party of Australia,Liberal,2015-2016,1728,6,WA,100 Clarence Beach Road,6166,Defence
Austal Limited,4545,Liberal Party of Australia,Liberal,2015-2016,1728,6,WA,100 Clarence Beach Road,6166,Defence
Austal Limited,2500,Liberal Party of Australia,Liberal,2015-2016,1728,6,WA,100 Clarence Beach Road,6166,Defence
Austal Limited,2000,Liberal Party of Australia,Liberal,2015-2016,1728,6,WA,100 Clarence Beach Road,6166,Defence
Austal Limited,1500,Liberal Party of Australia,Liberal,2015-2016,1728,6,WA,100 Clarence Beach Road,6166,Defence
Austal Limited,1000,Liberal Party of Australia,Liberal,2015-2016,1728,6,WA,100 Clarence Beach Road,6166,Defence
Austal Limited,1000,Liberal Party of Australia,Liberal,2015-2016,1728,6,WA,100 Clarence Beach Road,6166,Defence
Austal Limited,1000,Liberal Party of Australia,Liberal,2015-2016,1728,6,WA,100 Clarence Beach Road,6166,Defence
Austal Limited,909,Liberal Party of Australia,Liberal,2015-2016,1728,6,WA,100 Clarence Beach Road,6166,Defence
Australian Automobile Association,3000,Liberal Party of Australia,Liberal,2015-2016,30236,6,ACT,PO Box 1555,2601,Transportation
AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.,20000,Liberal Party of Australia,Liberal,2015-2016,28899,6,VIC,"LEVEL 1, 1 LITTLE COLLINS STREET",3000,Hotels/Clubs
AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.,10000,Liberal Party of Australia,Liberal,2015-2016,28899,6,VIC,"LEVEL 1, 1 LITTLE COLLINS STREET",3000,Hotels/Clubs
Australian Hotels Association - Federal Office,50000,Liberal Party of Australia,Liberal,2015-2016,30234,6,NSW,Level 15 131 Macquarie Street,2000,Hotels/Clubs
Australian Hotels Association - Federal Office,15000,Liberal Party of Australia,Liberal,2015-2016,30234,6,NSW,Level 15 131 Macquarie Street,2000,Hotels/Clubs
Australian Hotels Association - Federal Office,2500,Liberal Party of Australia,Liberal,2015-2016,30234,6,NSW,Level 15 131 Macquarie Street,2000,Hotels/Clubs
Australian Hotels Association - Federal Office,1400,Liberal Party of Australia,Liberal,2015-2016,30234,6,NSW,Level 15 131 Macquarie Street,2000,Hotels/Clubs
